order_line_id,order_id,order_date,customer_id,customer_segment,country,acquisition_channel,product_category,product_id,quantity,unit_price,currency,discount_pct,shipping_cost,returned,payment_status
OL-0003627,ORD-002165,2026-03-11,CUS-C-00579,Consumer,United Kingdom,Email,Home,HOM-013,2,87.69,GBP,0,9.11,False,Paid
OL-0004113,ORD-002459,2026-03-29,CUS-C-00654,Consumer,France,Paid Search,Home,HOM-010,2,146.6,EUR,0,6.98,False,Paid
OL-0003407,ORD-002028,2026-02-28,CUS-S-00066,Small Business,Germany,Social,Office,OFF-008,7,8.32,EUR,0,5.1,False,Paid
OL-0003385,ORD-002010,2026-05-28,CUS-C-01205,Consumer,France,Organic,Home,HOM-038,1,94.73,EUR,20,9.49,False,Paid
OL-0000645,ORD-000391,2026-06-04,CUS-B-00207,Corporate,France,Email,Electronics,ELE-020,3,481.6,EUR,25,11.64,False,Paid
OL-0002790,ORD-001665,2026-02-15,CUS-C-00769,Consumer,Spain,Organic,Office,OFF-040,4,56.33,EUR,0,4.95,False,Pending
OL-0005437,ORD-003251,06/03/2026,CUS-S-00195,Small Business,France,Marketplace,Office,OFF-030,6,66.77,EUR,0,4.22,False,Paid
OL-0001790,ORD-001068,2026-06-01,CUS-S-00429,Small Business,Spain,Email,Office,OFF-007,1,40.26,EUR,0,4.98,False,Paid
OL-0001062,ORD-000633,2026-06-26,CUS-B-00113,Corporate,Germany,Social,Office,OFF-021,8,31.01,EUR,0,4.37,False,Paid
OL-0004158,ORD-002488,2026-06-14,CUS-B-00207,Corporate,United States,Paid Search,Office,OFF-006,1,29.17,USD,0,6.15,False,Paid
OL-0004600,ORD-002751,28/02/2026,CUS-C-00909,Consumer,Germany,Social,Office,OFF-003,1,10.18,EUR,0,4.38,False,Paid
OL-0000121,ORD-000073,2026-06-23,CUS-B-00130,Corporate,Spain,Social,Office,OFF-016,1,9.19,EUR,0,5.6,False,Paid
OL-0002917,ORD-001735,2026-03-29,CUS-C-00005,Consumer,France,Organic,Office,OFF-028,6,25.35,EUR,0,5.31,False,Paid
OL-0003881,ORD-002319,04/04/2026,CUS-C-00985,Consumer,Germany,Paid Search,Electronics,ELE-010,1,1208.52,EUR,0,12.02,False,Paid
OL-0004130,ORD-002469,2026-01-20,CUS-C-00367,Consumer,Germany,Social,Home,HOM-003,3,162.0,EUR,10,8.06,False,Paid
OL-0004820,ORD-002888,2026-02-08,CUS-C-00747,Consumer,Spain,Email,Office,OFF-025,1,9.57,EUR,15,5.37,False,Paid
OL-0003195,ORD-001901,2026-06-12,,Consumer,France,Marketplace,Home,HOM-019,1,67.55,EUR,0,10.08,False,Paid
OL-0001231,ORD-000735,07/05/2026,CUS-C-01294,Consumer,France,Social,Home,HOM-032,1,242.47,EUR,0,7.75,False,Paid
OL-0002761,ORD-001648,2026-03-31,,Small Business,Germany,Social,Electronics,ELE-027,1,670.15,EUR,15,11.56,False,Paid
OL-0005538,ORD-003314,2026-02-20,CUS-C-01392,Consumer,France,Paid Search,Electronics,ELE-023,1,492.55,EUR,20,15.23,False,Pending
OL-0005575,ORD-003338,03/04/2026,CUS-C-00134,Consumer,France,Social,Electronics,ELE-028,1,186.97,EUR,15,13.42,False,Paid
OL-0005150,ORD-003079,2026-06-25,CUS-C-00025,Consumer,Germany,Email,Electronics,ELE-035,2,459.29,EUR,20,15.13,False,Paid
OL-0003307,ORD-001965,16/03/2026,CUS-C-00250,Consumer,France,Paid Search,Electronics,ELE-021,1,474.69,EUR,15,13.13,False,Paid
OL-0000135,ORD-000082,2026-06-26,CUS-C-00750,Consumer,Germany,Marketplace,Home,HOM-036,1,139.04,EUR,20,6.71,False,Paid
OL-0003484,ORD-002074,2026-01-05,CUS-C-00959,Consumer,France,Social,Home,HOM-027,2,112.2,EUR,15,7.04,False,Paid
OL-0002580,ORD-001538,15/06/2026,CUS-B-00172,Corporate,Spain,Email,Electronics,ELE-009,1,225.57,EUR,20,14.9,False,Paid
OL-0002841,ORD-001694,19/05/2026,,Small Business,Germany,Marketplace,Home,HOM-032,1,236.93,EUR,0,10.1,False,Paid
OL-0003793,ORD-002267,2026-05-03,CUS-S-00061,Small Business,United Kingdom,Organic,Office,OFF-018,4,10.11,GBP,0,4.27,False,Paid
OL-0005717,ORD-003427,2026-02-06,CUS-B-00211,Corporate,Spain,Paid Search,Electronics,ELE-011,26,1212.75,EUR,0,11.76,False,Paid
OL-0002219,ORD-001326,11/02/2026,CUS-C-01139,Consumer,Spain,Social,Home,HOM-038,1,95.7,EUR,15,10.78,False,Paid
OL-0000512,ORD-000316,2026-02-13,CUS-C-01093,Consumer,France,Social,Home,HOM-034,2,340.7,EUR,0,10.6,False,Paid
OL-0002365,ORD-001409,07/03/2026,CUS-C-00447,Consumer,Spain,Paid Search,Home,HOM-023,1,45.96,EUR,0,9.57,False,Paid
OL-0000063,ORD-000035,2026-04-18,CUS-S-00017,Small Business,Germany,Marketplace,Electronics,ELE-035,1,454.39,EUR,20,12.51,False,Paid
OL-0001554,ORD-000927,2026-05-30,CUS-B-00153,Corporate,Spain,Paid Search,Office,OFF-011,6,17.54,EUR,20,5.17,False,Paid
OL-0003771,ORD-002255,2026-06-10,CUS-B-00087,Corporate,Spain,Social,Office,OFF-036,2,20.07,EUR,0,4.17,False,Paid
OL-0005217,ORD-003117,2026-03-28,CUS-C-01256,Consumer,France,Social,Office,OFF-034,7,74.2,EUR,0,5.2,False,Paid
OL-0005589,ORD-003348,19/04/2026,CUS-C-01001,Consumer,United States,Organic,Home,HOM-015,1,148.57,USD,15,10.68,False,Paid
OL-0001719,ORD-001025,2026-04-23,CUS-C-01431,Consumer,Spain,Organic,Office,OFF-036,4,19.81,EUR,5,5.1,False,Paid
OL-0002861,ORD-001703,30/04/2026,,Consumer,United Kingdom,Organic,Home,HOM-015,1,124.32,GBP,15,6.95,False,Paid
OL-0004371,ORD-002615,2026-05-27,CUS-C-01253,Consumer,Spain,Social,Office,OFF-021,2,30.29,EUR,0,4.5,False,Paid
OL-0002096,ORD-001254,27/06/2026,CUS-C-00357,Consumer,Spain,Organic,Office,OFF-028,2,27.01,EUR,0,5.16,False,Paid
OL-0000680,ORD-000410,2026-04-28,CUS-C-01420,Consumer,Spain,Organic,Electronics,ELE-005,2,524.62,EUR,20,11.67,False,Paid
OL-0003687,ORD-002202,16/04/2026,CUS-C-00303,Consumer,France,Organic,Home,HOM-040,1,298.77,EUR,0,8.15,False,Paid
OL-0001212,ORD-000720,2026-02-20,,Consumer,United Kingdom,Social,Home,HOM-036,4,122.73,GBP,0,6.85,False,Paid
OL-0000123,ORD-000074,2026-04-19,CUS-B-00240,Corporate,Germany,Organic,Office,OFF-009,4,76.32,EUR,0,5.82,False,Pending
OL-0002642,ORD-001577,2026-06-22,CUS-S-00023,Small Business,Germany,Paid Search,Home,HOM-036,1,144.85,EUR,15,9.56,False,Paid
OL-0003086,ORD-001839,2026-06-30,,Small Business,France,Marketplace,Office,OFF-037,1,13.26,EUR,0,5.03,False,Paid
OL-0004078,ORD-002438,2026-05-15,,Small Business,Germany,Social,Office,OFF-011,1,17.39,EUR,25,3.63,False,Paid
OL-0004918,ORD-002941,2026-03-30,CUS-B-00079,Corporate,France,Social,Electronics,ELE-013,1,342.56,EUR,0,13.09,False,Paid
OL-0003177,ORD-001888,2026-05-29,CUS-C-00561,Consumer,Spain,Paid Search,Home,HOM-019,1,65.62,EUR,0,9.26,False,Paid
OL-0001211,ORD-000720,2026-02-20,,Consumer,United Kingdom,Social,Office,OFF-027,3,43.58,GBP,0,4.73,False,Paid
OL-0000568,ORD-000347,2026-04-08,,Consumer,Germany,Social,Electronics,ELE-032,2,536.84,EUR,10,16.04,False,Paid
OL-0003430,ORD-002043,2026-04-07,CUS-B-00122,Corporate,United States,Email,Home,HOM-006,-3,88.8,USD,0,11.65,True,Refunded
OL-0000549,ORD-000338,31/03/2026,CUS-C-00782,Consumer,France,Social,Electronics,ELE-032,3,509.29,EUR,10,10.76,False,Pending
OL-0000865,ORD-000524,21/01/2026,CUS-S-00517,Small Business,Spain,Organic,Office,OFF-026,1,20.66,EUR,0,4.61,False,Paid
OL-0004540,ORD-002711,2026-01-29,,Corporate,United Kingdom,Paid Search,Electronics,ELE-016,1,332.64,GBP,20,9.57,False,Paid
OL-0001393,ORD-000835,2026-06-19,CUS-S-00213,Small Business,United Kingdom,Organic,Office,OFF-009,3,67.14,GBP,0,3.6,False,Paid
OL-0005726,ORD-003431,2026-04-06,CUS-C-01473,Consumer,Germany,Social,Office,OFF-020,4,44.85,EUR,0,5.12,False,Paid
OL-0002403,ORD-001429,17/02/2026,,Consumer,Germany,Marketplace,Electronics,ELE-035,1,456.02,EUR,15,15.89,False,Paid
OL-0003985,ORD-002386,2026-01-11,CUS-S-00496,Small Business,Germany,Organic,Electronics,ELE-023,2,515.48,EUR,10,16.61,False,Paid
OL-0002058,ORD-001227,19/03/2026,CUS-C-01291,Consumer,Spain,Email,Office,OFF-035,1,34.15,EUR,0,5.79,False,Paid
OL-0004771,ORD-002850,2026-02-23,CUS-B-00121,Corporate,Germany,Organic,Home,HOM-006,-1,86.14,EUR,0,9.68,True,Refunded
OL-0000721,ORD-000433,27/01/2026,CUS-C-00126,Consumer,Spain,Paid Search,Office,OFF-027,1,52.27,EUR,0,4.74,False,Paid
OL-0003838,ORD-002291,29/01/2026,CUS-S-00022,Small Business,Spain,Paid Search,Office,OFF-012,2,82.04,EUR,15,5.06,False,Paid
OL-0002883,ORD-001714,11/01/2026,CUS-C-00421,Consumer,Spain,Email,Electronics,ELE-037,1,283.15,EUR,15,11.9,False,Paid
OL-0000691,ORD-000416,2026-03-22,CUS-C-00056,Consumer,United Kingdom,Organic,Home,HOM-022,1,57.77,GBP,15,6.08,False,Paid
OL-0000603,ORD-000368,2026-04-16,,Corporate,Germany,Social,Home,HOM-005,1,260.42,EUR,0,8.95,False,Paid
OL-0002216,ORD-001325,2026-05-24,CUS-S-00255,Small Business,Germany,Social,Office,OFF-029,2,91.52,EUR,0,3.69,False,Paid
OL-0004968,ORD-002972,2026-05-23,CUS-S-00057,Small Business,Spain,Marketplace,Electronics,ELE-024,1,1077.28,EUR,20,16.7,False,Paid
OL-0005376,ORD-003212,08/05/2026,CUS-C-00517,Consumer,France,Email,Electronics,ELE-004,1,1060.9,EUR,0,16.2,False,Paid
OL-0005016,ORD-003001,16/03/2026,CUS-B-00216,Corporate,France,Social,Office,OFF-012,7,83.97,EUR,0,3.89,False,Paid
OL-0005578,ORD-003341,2026-06-16,CUS-S-00045,Small Business,France,Organic,Electronics,ELE-008,2,1140.76,EUR,10,12.8,False,Paid
OL-0000504,ORD-000308,2026-02-17,CUS-S-00548,Small Business,France,Paid Search,Office,OFF-027,1,54.9,EUR,0,4.03,False,Paid
OL-0004503,ORD-002691,2026-03-25,CUS-C-00849,Consumer,Spain,Paid Search,Office,OFF-010,3,12.26,EUR,0,3.75,False,Paid
OL-0000319,ORD-000194,2026-04-10,CUS-C-00044,Consumer,France,Paid Search,Office,OFF-015,7,69.27,EUR,0,4.46,False,Paid
OL-0000186,ORD-000115,2026-06-24,CUS-S-00598,Small Business,Germany,Paid Search,Electronics,ELE-038,2,519.06,EUR,0,11.69,False,Paid
OL-0005514,ORD-003301,2026-05-04,CUS-S-00044,Small Business,Germany,Organic,Home,HOM-012,3,126.44,EUR,15,7.33,False,Paid
OL-0000275,ORD-000170,13/05/2026,CUS-S-00310,Small Business,France,Organic,Electronics,ELE-026,1,238.25,EUR,0,16.43,False,Paid
OL-0005156,ORD-003084,2026-05-30,CUS-C-01165,Consumer,United Kingdom,Marketplace,Home,HOM-037,1,113.16,GBP,10,6.44,False,Paid
OL-0003621,ORD-002160,02/05/2026,CUS-S-00190,Small Business,France,Paid Search,Electronics,ELE-004,1,1052.99,EUR,20,12.49,False,Pending
OL-0001362,ORD-000817,24/05/2026,CUS-C-00485,Consumer,United States,Organic,Electronics,ELE-015,1,208.7,USD,10,12.87,False,Paid
OL-0004196,ORD-002508,2026-01-18,CUS-S-00480,Small Business,United Kingdom,Email,Home,HOM-002,1,163.81,GBP,20,8.42,False,Paid
OL-0001527,ORD-000913,17/02/2026,CUS-C-00736,Consumer,France,Organic,Electronics,ELE-009,-1,220.71,EUR,15,11.98,True,Refunded
OL-0002367,ORD-001410,2026-06-11,CUS-C-00956,Consumer,Germany,Email,Electronics,ELE-001,2,599.64,EUR,20,12.68,False,Paid
OL-0003376,ORD-002004,2026-03-21,CUS-C-00814,Consumer,Spain,Paid Search,Electronics,ELE-025,1,411.69,EUR,0,11.2,False,Paid
OL-0004161,ORD-002490,2026-02-10,CUS-C-01361,Consumer,France,Paid Search,Home,HOM-011,2,89.28,EUR,5,6.52,False,Paid
OL-0002292,ORD-001372,2026-03-26,,Consumer,Spain,Organic,Office,OFF-039,3,20.15,EUR,0,4.43,False,Paid
OL-0003289,ORD-001956,2026-05-20,CUS-B-00120,Corporate,United Kingdom,Marketplace,Electronics,ELE-014,1,158.25,GBP,10,8.79,False,Paid
OL-0003876,ORD-002315,13/02/2026,CUS-B-00226,Corporate,Germany,Social,Office,OFF-012,1,85.85,EUR,0,5.95,False,Paid
OL-0003559,ORD-002124,01/02/2026,CUS-S-00148,Small Business,Spain,Organic,Electronics,ELE-012,2,536.03,EUR,0,16.06,False,Paid
OL-0005158,ORD-003085,2026-02-26,CUS-C-00689,Consumer,Spain,Organic,Office,OFF-028,1,26.65,EUR,0,5.31,False,Paid
OL-0000946,ORD-000572,03/05/2026,CUS-B-00178,Corporate,United States,Marketplace,Office,OFF-035,-6,39.21,USD,0,4.53,True,Refunded
OL-0004717,ORD-002816,15/04/2026,CUS-C-00200,Consumer,Germany,Organic,Office,OFF-025,-3,9.61,EUR,0,3.97,True,Paid
OL-0005782,ORD-003463,2026-01-24,CUS-C-00969,Consumer,Spain,Email,Office,OFF-024,5,17.29,EUR,0,5.15,False,Paid
OL-0000296,ORD-000181,2026-05-15,CUS-B-00143,Corporate,France,Social,Office,OFF-020,7,47.21,EUR,5,5.76,False,Paid
OL-0003167,ORD-001880,2026-04-10,,Consumer,United States,Paid Search,Home,HOM-022,1,77.04,USD,0,10.55,False,Paid
OL-0002183,ORD-001306,2026-02-05,CUS-S-00350,Small Business,France,Organic,Electronics,ELE-039,1,227.53,EUR,20,11.05,False,Paid
OL-0000299,ORD-000182,2026-04-16,CUS-S-00198,Small Business,France,Paid Search,Electronics,ELE-001,1,578.84,EUR,15,11.32,False,Paid
OL-0000069,ORD-000040,2026-03-29,CUS-B-00101,Corporate,Germany,Social,Electronics,ELE-016,1,383.64,EUR,10,14.81,False,Paid
OL-0004393,ORD-002625,2026-03-31,CUS-C-00045,Consumer,France,Paid Search,Home,HOM-001,3,259.39,EUR,5,8.16,False,Paid
OL-0000737,ORD-000443,2026-04-27,CUS-S-00405,Small Business,France,Organic,Office,OFF-007,8,40.45,EUR,20,5.04,False,Paid
OL-0003476,ORD-002069,09/02/2026,CUS-C-00265,Consumer,Spain,Email,Office,OFF-032,3,56.3,EUR,0,4.06,False,Paid
OL-0004267,ORD-002553,2026-04-15,CUS-C-00391,Consumer,France,Paid Search,Electronics,ELE-006,1,216.37,EUR,20,14.44,False,Paid
OL-0002989,ORD-001775,2026-05-20,CUS-S-00313,Small Business,Spain,Organic,Office,OFF-031,5,55.25,EUR,0,4.45,False,Paid
OL-0003647,ORD-002180,2026-02-08,CUS-C-00404,Consumer,Spain,Email,Home,HOM-015,1,141.07,EUR,0,9.14,False,Paid
OL-0001504,ORD-000899,2026-04-18,CUS-C-00980,Consumer,United Kingdom,Paid Search,Home,HOM-014,-1,161.57,GBP,15,7.61,True,Refunded
OL-0002073,ORD-001238,30/06/2026,CUS-B-00165,Corporate,Spain,Email,Home,HOM-002,1,193.7,EUR,10,7.21,False,Paid
OL-0000151,ORD-000095,2026-03-02,CUS-S-00403,Small Business,United Kingdom,Marketplace,Office,OFF-016,4,8.16,GBP,0,4.98,False,Paid
OL-0000757,ORD-000453,11/02/2026,CUS-S-00186,Small Business,Germany,Email,Electronics,ELE-017,2,794.43,EUR,5,11.84,False,Paid
OL-0000713,ORD-000430,2026-05-14,CUS-C-00687,Consumer,Germany,Email,Electronics,ELE-029,1,1091.15,EUR,10,16.25,False,Paid
OL-0003502,ORD-002086,2026-06-05,,Corporate,France,Social,Office,OFF-006,3,26.75,EUR,0,5.15,False,Paid
OL-0001704,ORD-001018,2026-01-15,CUS-B-00222,Corporate,Germany,Organic,Office,OFF-017,1,9.34,EUR,0,3.93,False,Paid
OL-0005467,ORD-003271,2026-02-18,CUS-C-00477,Consumer,United Kingdom,Organic,Office,OFF-021,3,26.83,GBP,0,3.39,False,Paid
OL-0002105,ORD-001258,13/02/2026,CUS-S-00361,Small Business,Germany,Email,Office,OFF-003,-1,10.89,EUR,0,5.93,True,Refunded
OL-0000170,ORD-000104,14/02/2026,CUS-C-00459,Consumer,Germany,Paid Search,Electronics,ELE-024,1,1059.19,EUR,0,15.47,False,Paid
OL-0002155,ORD-001286,13/05/2026,CUS-C-00292,Consumer,Germany,Paid Search,Home,HOM-007,2,135.05,EUR,10,7.91,False,Paid
OL-0000377,ORD-000229,2026-02-13,CUS-C-00556,Consumer,United Kingdom,Email,Home,HOM-019,1,54.25,GBP,25,7.59,False,Paid
OL-0002026,ORD-001206,2026-04-01,CUS-S-00097,Small Business,France,Paid Search,Home,HOM-006,1,85.15,EUR,15,8.94,False,Paid
OL-0000860,ORD-000521,2026-02-03,CUS-S-00160,Small Business,Germany,Social,Electronics,ELE-008,1,1170.05,EUR,25,15.23,False,Paid
OL-0002688,ORD-001601,2026-04-23,CUS-S-00135,Small Business,United Kingdom,Paid Search,Office,OFF-012,7,68.54,GBP,0,3.72,False,Paid
OL-0005036,ORD-003013,2026-03-01,CUS-S-00541,Small Business,Germany,Social,Office,OFF-027,3,55.71,EUR,0,5.32,False,Paid
OL-0005349,ORD-003197,2026-04-23,CUS-B-00027,Corporate,Spain,Paid Search,Office,OFF-035,1,34.42,EUR,0,4.95,False,Paid
OL-0000379,ORD-000231,2026-06-15,,Consumer,Spain,Paid Search,Home,HOM-008,2,74.46,EUR,15,8.82,False,Paid
OL-0004784,ORD-002858,20/06/2026,,Consumer,Germany,Paid Search,Electronics,ELE-037,2,276.0,EUR,15,12.22,False,Paid
OL-0005457,ORD-003265,2026-04-14,CUS-S-00424,Small Business,France,Social,Office,OFF-005,1,51.34,EUR,0,4.93,False,Paid
OL-0001295,ORD-000779,27/04/2026,CUS-B-00155,Corporate,Spain,Paid Search,Office,OFF-038,4,59.53,EUR,0,5.25,False,Paid
OL-0004972,ORD-002974,2026-05-24,CUS-C-01016,Consumer,Spain,Paid Search,Home,HOM-018,1,49.34,EUR,0,9.59,False,Paid
OL-0001433,ORD-000858,17/06/2026,CUS-C-01476,Consumer,France,Organic,Home,HOM-033,2,66.37,EUR,25,10.22,False,Paid
OL-0005326,ORD-003181,2026-06-12,CUS-C-01082,Consumer,United Kingdom,Email,Home,HOM-022,3,57.82,GBP,0,9.03,False,Paid
OL-0004590,ORD-002743,2026-05-23,CUS-C-00819,Consumer,Germany,Email,Electronics,ELE-036,1,1121.17,EUR,0,13.18,False,Paid
OL-0002943,ORD-001750,2026-04-05,CUS-C-00216,Consumer,Spain,Paid Search,Office,OFF-036,3,21.2,EUR,0,4.38,False,Paid
OL-0001780,ORD-001062,2026-03-14,,Consumer,France,Social,Electronics,ELE-019,1,234.54,EUR,10,11.28,False,Paid
OL-0003389,ORD-002013,2026-02-02,CUS-S-00205,Small Business,France,Email,Office,OFF-039,1,20.57,EUR,0,5.89,False,Paid
OL-0005163,ORD-003089,2026-03-06,,Corporate,Germany,Marketplace,Electronics,ELE-037,1,289.38,EUR,10,16.81,False,Paid
OL-0005136,ORD-003073,2026-03-01,CUS-C-00542,Consumer,United Kingdom,Email,Electronics,ELE-032,1,437.92,GBP,15,9.71,False,Paid
OL-0003544,ORD-002112,2026-06-05,CUS-C-00445,Consumer,Germany,Paid Search,Office,OFF-034,5,74.91,EUR,0,6.07,False,Paid
OL-0000842,ORD-000508,2026-02-26,CUS-B-00201,Corporate,Germany,Organic,Electronics,ELE-038,1,500.91,EUR,0,10.12,False,Paid
OL-0002573,ORD-001533,2026-06-29,,Small Business,Spain,Marketplace,Electronics,ELE-006,1,217.26,EUR,5,12.19,False,Paid
OL-0001190,ORD-000710,2026-01-18,CUS-S-00425,Small Business,Germany,Marketplace,Home,HOM-016,1,271.09,EUR,0,10.2,False,Paid
OL-0000176,ORD-000108,2026-03-24,CUS-B-00013,Corporate,France,Paid Search,Electronics,ELE-010,1,1193.73,EUR,15,15.91,False,Paid
OL-0004776,ORD-002854,08/06/2026,CUS-C-00823,Consumer,Spain,Social,Home,HOM-019,2,67.64,EUR,0,7.15,False,Paid
OL-0000928,ORD-000561,2026-01-07,CUS-C-01258,Consumer,France,Organic,Office,OFF-032,3,54.62,EUR,0,6.03,False,Pending
OL-0003259,ORD-001943,25/06/2026,CUS-C-01484,Consumer,United States,Social,Office,OFF-039,4,23.01,USD,25,4.27,False,Paid
OL-0000046,ORD-000024,24/04/2026,CUS-S-00528,Small Business,France,Organic,Office,OFF-026,3,20.72,EUR,0,6.07,False,Paid
OL-0001261,ORD-000758,2026-06-06,CUS-C-00092,Consumer,Germany,Organic,Home,HOM-031,1,72.82,EUR,10,8.6,False,Paid
OL-0001097,ORD-000654,2026-06-15,CUS-C-01319,Consumer,United Kingdom,Paid Search,Home,HOM-026,-1,173.98,GBP,10,6.38,True,Refunded
OL-0001444,ORD-000864,2026-03-20,CUS-C-00103,Consumer,United Kingdom,Paid Search,Electronics,ELE-011,1,1049.64,GBP,0,14.21,False,Paid
OL-0002108,ORD-001260,11/02/2026,CUS-C-00928,Consumer,France,Email,Office,OFF-034,1,72.47,EUR,0,4.37,False,Paid
OL-0005004,ORD-002994,26/02/2026,CUS-C-00571,Consumer,Germany,Social,Office,OFF-006,4,27.45,EUR,0,4.3,False,Paid
OL-0001188,ORD-000708,2026-03-08,CUS-B-00048,Corporate,United Kingdom,Social,Electronics,ELE-024,1,921.77,GBP,20,11.76,False,Paid
OL-0005094,ORD-003047,10/02/2026,CUS-C-01170,Consumer,Spain,Organic,Electronics,ELE-035,1,455.1,EUR,10,16.7,False,Paid
OL-0003788,ORD-002263,14/05/2026,CUS-C-00673,Consumer,United States,Paid Search,Office,OFF-006,7,31.08,USD,20,4.05,False,Paid
OL-0001031,ORD-000616,2026-02-12,CUS-B-00198,Corporate,Spain,Paid Search,Electronics,ELE-012,-1,558.07,EUR,20,11.39,True,Refunded
OL-0004818,ORD-002887,2026-05-02,CUS-C-00530,Consumer,United States,Organic,Office,OFF-034,6,82.48,USD,0,6.36,False,Paid
OL-0000301,ORD-000183,23/04/2026,CUS-S-00154,Small Business,Germany,Social,Electronics,ELE-016,1,369.5,EUR,0,16.03,False,Paid
OL-0002524,ORD-001502,2026-05-22,CUS-C-00892,Consumer,France,Organic,Home,HOM-020,4,60.27,EUR,0,7.31,False,Paid
OL-0001473,ORD-000879,2026-04-03,CUS-C-00014,Consumer,Spain,Organic,Home,HOM-029,1,62.62,EUR,15,10.71,False,Paid
OL-0000284,ORD-000176,2026-05-05,CUS-S-00308,Small Business,United Kingdom,Social,Home,HOM-019,1,55.18,GBP,20,5.88,False,Paid
OL-0004383,ORD-002621,2026-05-31,CUS-B-00221,Corporate,United States,Email,Electronics,ELE-022,1,389.99,USD,0,16.13,False,Paid
OL-0002481,ORD-001478,19/06/2026,,Small Business,France,Social,Office,OFF-036,8,21.16,EUR,0,5.44,False,Paid
OL-0004756,ORD-002838,2026-05-02,CUS-S-00220,Small Business,France,Organic,Office,OFF-011,6,17.44,EUR,0,5.79,False,Paid
OL-0003347,ORD-001988,11/01/2026,CUS-S-00022,Small Business,France,Organic,Electronics,ELE-017,-1,817.82,EUR,15,10.48,True,Refunded
OL-0001814,ORD-001082,2026-04-01,CUS-S-00146,Small Business,France,Email,Electronics,ELE-026,1,235.07,EUR,15,12.63,False,Paid
OL-0003888,ORD-002324,28/04/2026,CUS-C-00164,Consumer,United Kingdom,Email,Office,OFF-004,1,14.48,GBP,0,3.19,False,Paid
OL-0004314,ORD-002580,2026-04-02,,Consumer,United Kingdom,Social,Electronics,ELE-031,1,175.81,GBP,10,11.06,False,Paid
OL-0004142,ORD-002477,01/05/2026,CUS-C-00332,Consumer,Germany,Marketplace,Office,OFF-032,1,54.38,EUR,0,4.08,False,Paid
OL-0005062,ORD-003029,21/04/2026,CUS-S-00115,Small Business,France,Paid Search,Electronics,ELE-031,1,217.19,EUR,15,15.24,False,Paid
OL-0004828,ORD-002892,23/01/2026,CUS-B-00220,Corporate,United Kingdom,Email,Office,OFF-008,7,6.78,GBP,0,3.59,False,Pending
OL-0002933,ORD-001744,2026-03-23,CUS-C-00544,Consumer,France,Email,Office,OFF-040,1,57.5,EUR,0,5.25,False,Paid
OL-0002120,ORD-001266,28/04/2026,CUS-C-01056,Consumer,Germany,Paid Search,Office,OFF-020,2,44.75,EUR,0,5.29,False,Paid
OL-0005658,ORD-003392,2026-03-12,CUS-S-00166,Small Business,Germany,Organic,Home,HOM-020,2,58.89,EUR,0,10.07,False,Paid
OL-0004815,ORD-002884,16/04/2026,CUS-C-00504,Consumer,Spain,Organic,Office,OFF-031,3,55.3,EUR,0,4.64,False,Paid
OL-0003808,ORD-002274,2026-03-08,CUS-S-00130,Small Business,France,Organic,Office,OFF-002,4,10.66,EUR,0,4.54,False,Paid
OL-0005706,ORD-003420,2026-02-27,CUS-B-00200,Corporate,United Kingdom,Organic,Office,OFF-011,4,14.99,GBP,0,3.83,False,Paid
OL-0005775,ORD-003458,2026-04-25,,Small Business,Spain,Social,Office,OFF-019,7,15.31,EUR,0,4.92,False,Paid
OL-0002331,ORD-001391,20/03/2026,CUS-C-00183,Consumer,France,Organic,Electronics,ELE-036,3,1124.17,EUR,20,14.96,False,Paid
OL-0002030,ORD-001209,22/02/2026,CUS-C-00644,Consumer,Germany,Social,Office,OFF-029,1,89.94,EUR,0,3.76,False,Paid
OL-0005465,ORD-003269,11/01/2026,,Consumer,Germany,Paid Search,Home,HOM-018,1,47.37,EUR,0,10.17,False,Paid
OL-0000258,ORD-000160,2026-03-10,,Small Business,United Kingdom,Social,Electronics,ELE-024,2,936.39,GBP,25,11.45,False,Paid
OL-0000508,ORD-000312,06/04/2026,CUS-C-00326,Consumer,United Kingdom,Email,Electronics,ELE-004,1,869.81,GBP,0,11.14,False,Paid
OL-0001943,ORD-001152,2026-04-23,CUS-C-00415,Consumer,Spain,Organic,Home,HOM-019,1,68.19,EUR,20,7.95,False,Paid
OL-0000100,ORD-000059,2026-02-16,CUS-C-00839,Consumer,Germany,Organic,Home,HOM-010,1,141.41,EUR,0,9.29,False,Paid
OL-0002956,ORD-001758,10/03/2026,CUS-C-00967,Consumer,France,Organic,Office,OFF-022,4,22.53,EUR,0,5.84,False,Paid
OL-0000745,ORD-000447,2026-04-20,CUS-C-00868,Consumer,Germany,Organic,Electronics,ELE-005,1,538.67,EUR,25,10.57,False,Paid
OL-0004571,ORD-002730,2026-04-26,CUS-C-00697,Consumer,France,Organic,Home,HOM-038,1,96.12,EUR,20,10.38,False,Paid
OL-0005553,ORD-003325,2026-06-19,CUS-S-00345,Small Business,France,Email,Office,OFF-013,1,48.2,EUR,15,5.64,False,Paid
OL-0001376,ORD-000825,2026-04-05,CUS-C-00517,Consumer,Germany,Paid Search,Electronics,ELE-029,2,1116.04,EUR,15,15.43,False,Paid
OL-0003867,ORD-002310,2026-05-31,CUS-B-00152,Corporate,Spain,Paid Search,Electronics,ELE-036,1,1175.43,EUR,15,12.52,False,Paid
